MarkerID,Marker No.,Title,Subtitle,Add'l Subtitle,Year Erected,Erected By,Latitude (minus=S),Longitude (minus=W),Street Address,City or Town,Section or Quarter,County or Parish,State or Prov.,Location,Missing,Link,First Published,Last Update
181855,,"Melissia Ann Elam Home","Chicago Landmark",,,"Commission on Chicago Historical and Architectural Landmarks",41.80857,-87.61705,"4726 South King Drive","Chicago","Grand Boulevard (Bronzeville)","Cook County","Illinois","It is on South King Drive, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=181855,9/14/2021,6/26/2023
181857,,"Two Spirit","The Legacy Walk",,2012,"The Legacy Project",41.94792,-87.64943,"3617 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=181857,9/14/2021,1/30/2023
182060,,"Fr. Mychal Judge","The Legacy Walk",,2014,"The Legacy Project",41.94671,-87.64955,"3540 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street south of West Addison Street, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=182060,9/17/2021,4/29/2024
182068,,"Frida Kahlo",,"The Legacy Walk",2012,"The Legacy Project",41.94670,-87.64955,"3540 North Halsted","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=182068,9/17/2021,1/30/2023
182292,,"Alvin Ailey","The Legacy Walk",,2012,"The Legacy Project",41.94670,-87.64939,"3541 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=182292,9/22/2021,5/2/2024
182819,,"Ruth Ellis","The Legacy Walk",,2013,"The Legacy Project",41.94670,-87.64939,"3541 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=182819,9/29/2021,1/30/2023
182912,,"Keith Haring","The Legacy Walk",,2012,"The Legacy Walk",41.94308,-87.64945,"3342 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=182912,10/1/2021,1/30/2023
183309,,"Barbara Jordan","The Legacy Walk",,2012,"The Legacy Project",41.94584,-87.64954,"3512 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street north of West Cornelia Avenue, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=183309,10/7/2021,1/30/2023
183328,,"Dr. Tom Waddell","The Legacy Walk",,2013,"The Legacy Project",41.94588,-87.64954,,"Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=183328,10/8/2021,5/16/2024
183335,,"Sauganash Hotel - Chicago - 1831",,,2017,"Daughters of the American Revolution Chicago Chapter",41.88561,-87.63685,,"Chicago","The Loop District","Cook County","Illinois","It is at the intersection of Upper Wacker Drive and West Lake Drive, in the median on Upper Wacker Drive. ",,https://www.hmdb.org/m.asp?m=183335,10/8/2021,1/30/2023
183658,,"Sgt. Leonard Matlovich","The Legacy Walk",,,"The Legacy Project",41.94497,-87.64934,"3441 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=183658,10/13/2021,1/30/2023
184872,,"Frank Kameny","The Legacy Walk",,2013,"The Legacy Project",41.94496,-87.64935,"3444 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=184872,10/29/2021,1/30/2023
184986,,"Dr. Margaret ""Mom"" Chung","The Legacy Walk",,2012,"The Legacy Project",41.94420,-87.64948,"3418 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street, on the left when traveling north. <font color=red> Reported permanently removed.</font>",Confirmed Missing,https://www.hmdb.org/m.asp?m=184986,10/31/2021,1/30/2023
184993,,"""Babe"" Didrikson Zaharias","The Legacy Walk",,2014,"The Legacy Project",41.94419,-87.64950,"3418 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street, on the left when traveling north. <font color=red> Reported permanently removed.</font>",Confirmed Missing,https://www.hmdb.org/m.asp?m=184993,10/31/2021,1/30/2023
185212,,"Vito Russo","The Legacy Walk",,2016,"The Legacy Project",41.94420,-87.64932,"3411 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street north of Webster Street, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=185212,11/4/2021,1/30/2023
185277,,"Washington Square Park",,,,"Washington Square Park Advisory Council",41.89932,-87.63002,"901 North Clark Street","Chicago","Rush & Division","Cook County","Illinois","It is at the intersection of North Clark Street and East Delaware Place, on the right when traveling south on North Clark Street. ",,https://www.hmdb.org/m.asp?m=185277,11/4/2021,1/30/2023
185283,,"John B. Murphy Memorial",,,,,41.89421,-87.62620,"50 East Erie Street","Chicago","River North","Cook County","Illinois","It is on East Erie Street east of North Wabash Street, on the left when traveling east. ",,https://www.hmdb.org/m.asp?m=185283,11/5/2021,10/29/2023
185620,,"Billy Strayhorn","The Legacy Walk",,2015,"The Legacy Project",41.94421,-87.64932,"3411 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street north of Roscoe Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=185620,11/10/2021,1/30/2023
185766,,"Mid-North District","Chicago Landmark",,,"Commission on Chicago Historical and Architectural Landmarks",41.92278,-87.63905,,"Chicago","Lincoln Park","Cook County","Illinois","It is at the intersection of North Sedgwick Street and North Clark Street, on the right when traveling south on North Sedgwick Street. ",,https://www.hmdb.org/m.asp?m=185766,11/14/2021,1/30/2023
185932,,"Reinaldo Arenas","The Legacy Walk",,2012,"The Legacy Project",41.94308,-87.64927,"3345 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street north of Buckingham Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=185932,11/16/2021,1/30/2023
185941,,"Alan Mathison Turing","The Legacy Walk",,2012,"The Legacy Project",41.94308,-87.64928,"3345 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street north of West Buckingham Place. ",,https://www.hmdb.org/m.asp?m=185941,11/16/2021,1/30/2023
186501,,"Harvey Milk","The Legacy Walk",,2012,"The Legacy Walk",41.94497,-87.64951,"3444 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=186501,11/22/2021,1/30/2023
187160,,"Wrigley Field",,,2021,,41.94746,-87.65639,"1060 West Addison Street","Chicago","Lake View East","Cook County","Illinois","It is on West Addison Street. ",,https://www.hmdb.org/m.asp?m=187160,11/30/2021,1/30/2023
187382,,"Welcome to Bronzeville",,,2009,"Bronzeville Merchant Association",41.83092,-87.62632,,"Chicago","Douglas (Bronzeville)","Cook County","Illinois","It is at the intersection of South State Street and East 35th Street, on the right when traveling north on South State Street. ",,https://www.hmdb.org/m.asp?m=187382,12/3/2021,1/30/2023
187528,,"""Original Professors’ Row""",,,,,41.79955,-87.59993,"5244 South Greenwood Avenue","Chicago","Hyde Park","Cook County","Illinois","It is at the intersection of South Greenwood Avenue and East 53rd Street, on the right when traveling south on South Greenwood Avenue. ",,https://www.hmdb.org/m.asp?m=187528,12/5/2021,1/30/2023
187530,,"Essanay Studios","Built 1908-15","Chicago Landmark",,"Commission on Chicago Landmarks",41.97249,-87.66378,"1336 West Argyle Street","Chicago","Uptown","Cook County","Illinois","It is on West Argyle Street east of North Glenwood Avenue, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=187530,12/6/2021,1/30/2023
187703,,"White Castle #16",,"Chicago Landmark",,"Commission on Chicago Landmarks",41.85268,-87.62538,"43 East Cermak Road","Chicago","Near South Side","Cook County","Illinois","It is at the intersection of East Cermak Road and South Wabash Avenue, on the right when traveling east on East Cermak Road. ",,https://www.hmdb.org/m.asp?m=187703,12/8/2021,1/30/2023
187766,,"Benny Goodman",,"Chicago Tribute",1997,"Chicago Department of Cultural Affairs, Chicago Tribute",41.86753,-87.69826,"1125 South Francisco Avenue","Chicago","North Lawndale","Cook County","Illinois","It is on South Francisco Avenue north of West Roosevelt Road, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=187766,12/8/2021,1/30/2023
187901,,"Brewster Apartments",,"Chicago Landmark",,"Commission on Chicago Historical and Architectural Landmarks",41.93295,-87.64147,"2800 North Pine Grove Avenue","Chicago","Lake View East","Cook County","Illinois","It is at the intersection of North Pine Grove Avenue and West Diversey Parkway, on the right when traveling south on North Pine Grove Avenue. ",,https://www.hmdb.org/m.asp?m=187901,12/10/2021,1/30/2023
187907,,"Obama Kissing Rock",,,2012,,41.79963,-87.59171,"1400 East 53rd Street","Chicago","Hyde Park","Cook County","Illinois","It is at the intersection of East 53rd Street and South Dorchester Avenue, on the left when traveling west on East 53rd Street. ",,https://www.hmdb.org/m.asp?m=187907,12/10/2021,1/30/2023
187989,,"Mother Frances Xavier Cabrini",,"Chicago Tribute",1997,"Chicago Tribune Foundation, Chicago Department of Cultural Affairs, Chicago Cultural Center Foundation",41.92876,-87.63931,"2520 North Lakeview Avenue","Chicago","Lincoln Park","Cook County","Illinois","It is at the intersection of North Lakeview Avenue and West St. James Place, on the right when traveling south on North Lakeview Avenue. ",,https://www.hmdb.org/m.asp?m=187989,12/10/2021,1/30/2023
188035,,"Enrico and Laura Fermi",,,1998,"Chicago Tribune Foundation, Chicago Department of Cultural Affairs, Chicago Cultural Center Foundation",41.79401,-87.59639,"5537 South Woodlawn Avenue","Chicago","Hyde Park","Cook County","Illinois","It is on South Woodlawn Avenue south of East 55th Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=188035,12/11/2021,1/30/2023
188044,,"Margaret Anderson",,"Chicago Tribute",1999,"Chicago Tribune Foundation, Chicago Department of Cultural Affairs, Chicago Cultural Center Foundation",41.97154,-87.65174,"837 West Ainslie","Chicago","Uptown","Cook County","Illinois","It is on West Ainslie east of North Sheridan Road, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=188044,12/11/2021,1/30/2023
188067,,"Ellis Chesbrough",,"Chicago Tribute",1999,"Chicago Tribune Foundation, Chicago Department of Cultural Affairs, Chicago Cultural Center Foundation",41.90003,-87.63261,"933 North LaSalle Avenue","Chicago","Near North Side","Cook County","Illinois","It is on North LaSalle Avenue, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=188067,12/11/2021,1/30/2023
188068,,"László Moholy-Nagy",,"Chicago Tribute",1999,"Chicago Tribune Foundation, Chicago Department of Cultural Affairs, Chicago Cultural Center Foundation",41.93038,-87.63938,"2622 North Lakeview Avenue","Chicago","Lincoln Park","Cook County","Illinois","It is on North Lakeview Avenue, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=188068,12/11/2021,1/30/2023
188085,,"Irna Phillips",,"Chicago Tribute",2002,"Chicago Tribune Foundation, Chicago Department of Cultural Affairs, Chicago Cultural Center Foundation",41.90699,-87.62745,"1335 North Astor Street","Chicago","Gold Coast","Cook County","Illinois","It is at the intersection of North Astor Street and East Banks Street, on the right when traveling north on North Astor Street. ",,https://www.hmdb.org/m.asp?m=188085,12/11/2021,6/14/2025
188238,,"George Halas",,"Chicago Tribute",1997,"Chicago Tribune Foundation, Chicago Department of Cultural Affairs, Chicago Cultural Center Foundation",41.88201,-87.73521,"4356 West Washington Boulevard","Chicago","Garfield Park","Cook County","Illinois","It is at the intersection of West Washington Boulevard and North Kostner Avenue, on the right when traveling west on West Washington Boulevard. ",,https://www.hmdb.org/m.asp?m=188238,12/14/2021,1/30/2023
188239,,"Finley Peter Dunne",,"Chicago Tribute",2002,"Chicago Tribune Foundation, Chicago Department of Cultural Affairs, Chicago Cultural Center Foundation",41.88180,-87.70424,"3109 West Warren Boulevard","Chicago","Garfield Park","Cook County","Illinois","It is on West Warren Boulevard east of North Kedzie Avenue, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=188239,12/14/2021,1/30/2023
188245,,"Mahalia Jackson",,"Chicago Tribute",1997,"Chicago Tribune Foundation, Chicago Department of Cultural Affairs, Chicago Cultural Center Foundation",41.74199,-87.61969,"8358 South Indiana Avenue","Chicago","South Side","Cook County","Illinois","It is at the intersection of South Indiana Avenue and East 84th Street, on the left when traveling north on South Indiana Avenue. ",,https://www.hmdb.org/m.asp?m=188245,12/14/2021,1/30/2023
188247,,"Thomas A. Dorsey",,"Chicago Tribute",1999,"Chicago Tribune Foundation, Chicago Department of Cultural Affairs, Chicago Cultural Center Foundation",41.75040,-87.61968,"7921 South Indiana Avenue","Chicago","South Side","Cook County","Illinois","It is on South Indiana Avenue north of East 80th Street, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=188247,12/14/2021,1/30/2023
188253,"11","Old Town's Early Settlers (#11)",,,,,41.90968,-87.63458,"1513 North Wells Street","Chicago","Near North Side","Cook County","Illinois","It is on North Wells Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=188253,12/14/2021,1/30/2023
188254,,"John Dewey",,"Chicago Tribute",1998,"Chicago Tribune Foundation, Chicago Department of Cultural Affairs, Chicago Cultural Center Foundation",41.78389,-87.58743,"1554 East 61st Street","Chicago","Woodlawn","Cook County","Illinois","It is on East 61st Street, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=188254,12/15/2021,1/30/2023
188260,,"Old Town Architecture Reflects Neighborhood History (#10)",,,,,41.90555,-87.63444,,"Chicago","Near North Side","Cook County","Illinois","It is at the intersection of North Wells Street and West Goethe Street, on the right when traveling north on North Wells Street. ",,https://www.hmdb.org/m.asp?m=188260,12/15/2021,1/30/2023
188261,,"Chicago Defender Building",,"Chicago Landmark",,"Commission on Chicago Landmarks",41.83178,-87.62163,"3435 South Indiana Avenue","Chicago","Douglas (Bronzeville)","Cook County","Illinois","It is on South Indiana Avenue, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=188261,12/15/2021,1/30/2023
